user,user_id,when,review,cafe_id
Eion Plenn,481,10 months ago,"We were in a pinch and went here for lunch. It was a mistake. First of all, we waited over 40 minutes for a salad and sandwhich! I ordered the Mediterranean Caesar salad and my partner ordered the portchetta sandwhich. The sandwhich was the …",16
Galimzhan,482,2 years ago,"Great healthy food. Warm service.
Loved it.",16
Whiskers McDonald,483,a year ago,Stopped in just to buy a baguette (its how I rate bakeries) and it was one of the best baguettes I've had this side of the Atlantic.  It was crisp and chewy but it did lack that caramelized outer crust like they didnt use enough steam in …,16
Liam Bradley,484,5 years ago,Breakfast was delicious. I has the ham and swiss omlet. The eggs were fluffy and tasty. Coffee is served on bowl shaped mugs with little pots and is very mellow.,16
Lakisha Scott,485,a year ago,"The food was freaking amazing.  Cute little place, lots of charm.",16
Lisa McLaughlin (Phelixia25),486,10 months ago,"This was such an adorable eatery! Loved the atmosphere, it was so chill. You could eat in or get pastries to go. The quiche was delicious! Everything was very fresh.",16
Sherwin Vizcarra,487,a year ago,"Front cashier and staff up front is great. However there is one person who is making the food who  was not great. Ordered a croissant ham and cheese sandwich and what I got was a ham and cheese on a ciabatta roll. Ok, no problem as I went …",16
Yassy Colon,488,2 years ago,I love it. Feels very welcoming. Very deaf friendly. Myself Deaf and today was my 2nd time going here enjoyed the food very much. The staff there was very nice. Didn’t know sign but was willing to do gestures and show me things that might …,16
Nancy Perlman,489,4 years ago,"Excellent service, clean, spacious social distancing so we could eat & drink safely. Delicious coffee and muffin",16
Alex “BLINKR10” walcott,490,3 years ago,"Very Friendly, Good Food & Very Clean. 👍❤ …",16
A “Joey” Damiano,491,a year ago,Breakfast bowl was fine until I bit into my bread yesterday and ended up with what seemed like a piece of ceramic or something. Chewed for a while until realizing it was in fact a shard of something that was bad for my teeth. I spit out the …,16
Katie Green,492,10 months ago,"Love this place, all of the workers and so friendly, always smiling and very welcoming. The breakfast sandwich was so good, will definitely be coming back soon!",16
Animeisbae Cool,493,a year ago,I really love the breakfast.  I had the egg avocado sandwich with a side salad and matcha hot drink.  The service was fast and very friendly staff.  The only thing I  wasn’t satisfied with was the jelly because it was an open jar that was passed on from table to table been susceptible to tampering.,16
JiYoung Jung,494,a year ago,"We ordered breakfast sandwiches, Belgian waffles, pastries and soup. The veggies in the salad were so dry and unfresh. We were so disappointed with all foods we ordered. Also, it was overpriced for all foods. The table we had was so dirty even after we asked to clean it. I don’t recommend this place for good breakfast.",16
Chiara Brück,495,8 months ago,Great place for lunch!,16
Ozan SAYIN,496,7 years ago,Very nice service. Good organic food but the apple pie was super delicious.,16
J D Hoholick,497,a year ago,Regularly visit this restaurant worldwide but this particular one maintains a very low standard.   Coffee is only lukewarm and chia pudding was sour and foul smelling when served. Had to ask for hot coffee and still only received room temperature.   Be careful of what you eat here fortunately Penn Medicine is close by.    Good Luck,16
Robert Yermish,498,4 months ago,If you want presentation its perfect. If your hunger find someplace else.,16
T D,499,2 years ago,"Son picked this Wonderful restaurant for breakfast. From the ☕ to the last crumb of waffle I was happy! We loved the atmosphere. Waitresses were great! Ordered Dutch pancakes, Almond croissant, Waffle w sides of perfect bacon and a mocchachino😋😋😋😋😋😋😋We can't wait to return! …",16
Dfd Phone,500,2 years ago,"We had breakfast. Avocado toast with kale (a little spicy, delicious) and avocado and tomato omelet with a small salad (excellent!) with wonderful French bread 🥖 and scrumptious coffee in a bowl-like cup. Our wait staff were friendly and efficient. We chose a table outside which added to a wonderful experience. Highly recommended!! …",16
Pam Greenberg,501,9 months ago,I love this place. Come here all the time. But Malika is the best server in the entire company. Definitely request her if you come to 8th and walnut!,16
"Bantu D. Gross, Ph.D.",502,3 years ago,Thoroughly enjoyed my visit here. Staff were accomodating and kind. We ordered the Dutch mini pancakes and oatmeal. The pancakes are the perfect bite-size and were subtly sweet just the way I like. The oatmeal was pleasant and the crunch …,16
Luis Lopez,503,5 years ago,"I had a mixed berry tart, it was good, not too sweet but a little on the expensive side. Would like to go back and try their breakfast or lunch.",16
Adriane Heine,504,3 years ago,"Very happy to have indoor service on a frigid day in a pandemic. In from out of town for the day. Our attentive server immediately and politely asked for ID and vaccination cards. The place is roomy, beautifully decorated, great soup, great …",16
Ross Swain,505,2 years ago,Great little restaurant. We stopped in for breakfast good food and service. One of the few places we found where you can get a good coffee espresso/long black. Most places just give me a weird look if I asked for one. Really liked the place.,16
Xiomara Choto-Mueller,506,5 years ago,What a lovely respite from the outside busy city.  It feels like you walked into a true French bakery. The servers are friendly and  able to describe the details of each dish.  The pastry counter is mouth watering. The dishes were served almost immediately. Highly recommend this little shop if you're in the area.,16
Lillian Rodriguez,507,5 years ago,"My son and I enjoyed our breakfast at Le Pain Quotiden.  The Belgian waffles are a good portion,  and they are delicious.   My son said  the mocha coffee was the best he had.  I also enjoyed my cappuccino.  We will definitely be back again.  Great atmosphere and food.",16
Jeff Crowl,508,2 years ago,"My friend who ordered a pastry raved about it, so those must be good. My Caesar salad was awful. It was grossly underdressed with two tiny cups of something for a huge plate of greens. It was also full of chopped kale stems. My fault for ordering anything from a bakery that isn't baked?",16
Bert Guy,509,8 years ago,"The breakfast is one of the better selections .  Very clean atmosphere that is well lit. Professional clientele frequent the place.
Been there twice and the staff is generally pleasant; however on the last visit …",16
Joseph C,510,3 years ago,The restaurant was teribly overpriced I got 3 scramble eggs $10.49 5 bacon $$6.00 toast and salad one small glass orange juice small glass$3.00 and orange juice $5.00. Can't believe they charge me for a glass. Glass itself how the hell I …,16
Noemi Mendez,511,7 months ago,Love this place!  I visit a few times a year and it never disappoints.  The staff is friendly and a has a very nice atmosphere.,16
ebony ford,512,3 years ago,"The portions are weird. It was not bad but the latte was small and the sunny side bowl was huge. It was 85% kale and the most flavorful part was the other 15%. I also had to pay for an extra egg which I thought was strange. The squash, …",16
Nate Tinner-Williams,513,5 years ago,"I'm a huge fan of this franchise, but I was surprised today to learn that they no longer accept the rewards program still present on their app. The cashier kind of didn't know what to do. He ended up giving me a discount in lieu of using …",16
Ann Burruss,382,2 years ago,"Good coffee, served in a handle-less bowl-like cup.  You will get  a little coffee pot (it's tallish, it's not a teapot which is roundish) if you order plain old coffee. It's cute. Works fine. Just came for coffee and a treat - pain au chocolate, and it was fast and nice.",16
